Biblioteca 'Biblioteca Universitara Suceava' initiata.
[Staff] Carte adaugata: Enciclopedia Geografiei Romaniei [ISBN-R045]
[Staff] Carte adaugata: Enciclopedia Florei si Faunei [ISBN-R046]
[Staff] Carte adaugata: Enciclopedia Mitologiei Universale [ISBN-R047]
[Staff] Carte adaugata: Enciclopedia Informaticii [ISBN-R048]
[Staff] Carte adaugata: Istoria Romanilor vol 1 [ISBN-R049]
[Staff] Carte adaugata: Istoria literaturii romane [ISBN-R050]
[Staff] Carte adaugata: Biblia editie integrala [ISBN-REL001]
[Staff] Carte adaugata: Noul Testament [ISBN-REL002]
[Staff] Carte adaugata: Vechiul Testament [ISBN-REL003]
[Staff] Carte adaugata: Psaltirea [ISBN-REL004]
[Staff] Carte adaugata: Liturghierul [ISBN-REL005]
[Staff] Carte adaugata: Ceaslovul [ISBN-REL006]
[Staff] Carte adaugata: Viata Sfintilor vol 1 [ISBN-REL007]
[Staff] Carte adaugata: Viata Sfintilor vol 2 [ISBN-REL008]
[Staff] Carte adaugata: Viata Sfintilor vol 3 [ISBN-REL009]
[Staff] Carte adaugata: Filocalia vol 1 [ISBN-REL010]
[Staff] Carte adaugata: Filocalia vol 2 [ISBN-REL011]
[Staff] Carte adaugata: Cararea Imparatiei [ISBN-REL012]
[Staff] Carte adaugata: Biblia Catolica [ISBN-REL013]
[Staff] Carte adaugata: Catehismul Bisericii Catolice [ISBN-REL014]
[Staff] Carte adaugata: Coranul traducere comentata [ISBN-REL015]
[Staff] Carte adaugata: Adevarul [ISSN-Z001]
[Staff] Carte adaugata: Romania Libera [ISSN-Z002]
[Staff] Carte adaugata: Gazeta Sporturilor [ISSN-Z003]
[Staff] Carte adaugata: Libertatea [ISSN-Z004]
[Staff] Carte adaugata: Jurnalul National [ISSN-Z005]Biblioteca 'Biblioteca Universitara Suceava' initiata.
Autor nou adaugat: Frank Herbert
Autor nou adaugat: J.R.R. Tolkien
Autor nou adaugat: George Orwell
Autor nou adaugat: Aldous Huxley
Autor nou adaugat: Isaac Asimov
Autor nou adaugat: Arthur C. Clarke
Autor nou adaugat: Philip K. Dick
Autor nou adaugat: Ursula K. Le Guin
Autor nou adaugat: Ray Bradbury
Autor nou adaugat: William Gibson
Autor nou adaugat: Neil Gaiman
Autor nou adaugat: Terry Pratchett
Autor nou adaugat: Douglas Adams
Autor nou adaugat: Stephen King
Autor nou adaugat: George R.R. Martin
Autor nou adaugat: Brandon Sanderson
Autor nou adaugat: Patrick Rothfuss
Autor nou adaugat: Joe Abercrombie
Autor nou adaugat: Robert Jordan
Autor nou adaugat: Victor Hugo
Autor nou adaugat: Alexandre Dumas
Autor nou adaugat: Jules Verne
Autor nou adaugat: Albert Camus
Autor nou adaugat: Franz Kafka
Autor nou adaugat: Hermann Hesse
Autor nou adaugat: Erich Maria Remarque
Autor nou adaugat: Stefan Zweig
Autor nou adaugat: Fyodor Dostoevsky
Autor nou adaugat: Leo Tolstoy
Autor nou adaugat: Ernest Hemingway
Autor nou adaugat: Umberto Eco
Autor nou adaugat: Haruki Murakami
Autor nou adaugat: Gabriel Garcia Marquez
Autor nou adaugat: Paulo Coelho
Autor nou adaugat: Charles Dickens
Autor nou adaugat: Jane Austen
Autor nou adaugat: Oscar Wilde
Autor nou adaugat: John Grisham
Autor nou adaugat: Agatha Christie
Autor nou adaugat: Dan Brown
Autor nou adaugat: Stieg Larsson
Autor nou adaugat: Lee Child
Autor nou adaugat: Mihai Eminescu
Autor nou adaugat: Ion Creanga
Autor nou adaugat: Ion Luca Caragiale
Autor nou adaugat: Liviu Rebreanu
Autor nou adaugat: Mihail Sadoveanu
Autor nou adaugat: Marin Preda
Autor nou adaugat: Mircea Cartarescu
Autor nou adaugat: Lucian Blaga
Autor nou adaugat: Mircea Eliade
Autor nou adaugat: Camil Petrescu
Autor nou adaugat: Nicolae Steinhardt
Autor nou adaugat: Orson Scott Card
Autor nou adaugat: Andy Weir
Autor nou adaugat: Dan Simmons
Autor nou adaugat: Neal Stephenson
Autor nou adaugat: Gillian Flynn
Autor nou adaugat: Alex Michaelides
Autor nou adaugat: Antoine de Saint-Exupery
Autor nou adaugat: Diana Gabaldon
Autor nou adaugat: Stephenie Meyer
Autor nou adaugat: Suzanne Collins
Autor nou adaugat: Rick Riordan
Autor nou adaugat: Jodi Picoult
Autor nou adaugat: Markus Zusak
Autor nou adaugat: Khaled Hosseini
Autor nou adaugat: Dennis Lehane
Autor nou adaugat: Cormac McCarthy
Autor nou adaugat: Margaret Atwood
Autor nou adaugat: Kazuo Ishiguro
Autor nou adaugat: John le Carre
Autor nou adaugat: Ken Follett
Autor nou adaugat: Bernard Cornwell
Autor nou adaugat: Jasper Fforde
Autor nou adaugat: Annie Proulx
Autor nou adaugat: Paul Auster
Autor nou adaugat: Orhan Pamuk
Autor nou adaugat: Gunter Grass
Autor nou adaugat: Alberto Moravia
Autor nou adaugat: Italo Calvino
Autor nou adaugat: Charles Bukowski
Autor nou adaugat: Jack Kerouac
Autor nou adaugat: J.D. Salinger
Autor nou adaugat: F. Scott Fitzgerald
Autor nou adaugat: William Faulkner
Autor nou adaugat: John Steinbeck
Autor nou adaugat: Bram Stoker
Autor nou adaugat: Mary Shelley
Autor nou adaugat: H.P. Lovecraft
Autor nou adaugat: Shirley Jackson
Autor nou adaugat: Lionel Shriver
Autor nou adaugat: B.A. Paris
Autor nou adaugat: Clive Barker
Autor nou adaugat: Harper Lee
Autor nou adaugat: Ernest Cline
Autor nou adaugat: Martha Wells
Autor nou adaugat: James S.A. Corey
Autor nou adaugat: John Scalzi
Autor nou adaugat: Becky Chambers
Autor nou adaugat: Jeff VanderMeer
Autor nou adaugat: Charlotte Bronte
Autor nou adaugat: Emily Bronte
Autor nou adaugat: Daphne du Maurier
Autor nou adaugat: Patrick Suskind
Autor nou adaugat: Laura Esquivel
Autor nou adaugat: Isabel Allende
Autor nou adaugat: Joseph Heller
Autor nou adaugat: Kurt Vonnegut
Autor nou adaugat: Claudiu Tataru
Autor nou adaugat: Matei Calinescu
Autor nou adaugat: Barbu Eugen
Autor nou adaugat: Robert C. Martin
Autor nou adaugat: Erich Gamma
Autor nou adaugat: Martin Fowler
Autor nou adaugat: Donald Knuth
Autor nou adaugat: Bjarne Stroustrup
Autor nou adaugat: Brian Kernighan
Autor nou adaugat: Andrew Tanenbaum
Autor nou adaugat: Thomas Cormen
Autor nou adaugat: Scott Meyers
Autor nou adaugat: Andrew Hunt
Autor nou adaugat: Mark Lutz
Autor nou adaugat: Eric Evans
Autor nou adaugat: Stephen Prata
Autor nou adaugat: Anthony Williams
Autor nou adaugat: Andrei Alexandrescu
Autor nou adaugat: Ivan Cukic
Autor nou adaugat: David Vandevoorde
Autor nou adaugat: Michael Dawson
Autor nou adaugat: Luciano Ramalho
Autor nou adaugat: Al Sweigart
Autor nou adaugat: David Beazley
Autor nou adaugat: Charles Severance
Autor nou adaugat: Dan Bader
Autor nou adaugat: Paul Barry
Autor nou adaugat: Sebastian Raschka
Autor nou adaugat: Steven Skiena
Autor nou adaugat: Gayle McDowell
Autor nou adaugat: Steven Halim
Autor nou adaugat: Joshua Bloch
Autor nou adaugat: Kathy Sierra
Autor nou adaugat: Herbert Schildt
Autor nou adaugat: Craig Walls
Autor nou adaugat: Aurelien Geron
Autor nou adaugat: Ian Goodfellow
Autor nou adaugat: Christopher Bishop
Autor nou adaugat: Richard Sutton
Autor nou adaugat: Wes McKinney
Autor nou adaugat: Joel Grus
Autor nou adaugat: Steven Bird
Autor nou adaugat: Daniel Jurafsky
Autor nou adaugat: Richard Szeliski
Autor nou adaugat: Thushan Madhavan
Autor nou adaugat: Steve McConnell
Autor nou adaugat: Eric Freeman
Autor nou adaugat: Kent Beck
Autor nou adaugat: W. Richard Stevens
Autor nou adaugat: William Shotts
Autor nou adaugat: Robert Love
Autor nou adaugat: Sam Newman
Autor nou adaugat: Marko Luksa
Autor nou adaugat: Nigel Poulton
Autor nou adaugat: Betsy Beyer
Autor nou adaugat: Gene Kim
Autor nou adaugat: Scott Chacon
Autor nou adaugat: Andreas Wittig
Autor nou adaugat: Martin Kleppmann
Autor nou adaugat: Abraham Silberschatz
Autor nou adaugat: Baron Schwartz
Autor nou adaugat: Kristina Chodorow
Autor nou adaugat: Jon Erickson
Autor nou adaugat: Bruce Schneier
Autor nou adaugat: Weidman Georgia
Autor nou adaugat: Dafydd Stuttard
Autor nou adaugat: Douglas Crockford
Autor nou adaugat: Marijn Haverbeke
Autor nou adaugat: Alex Banks
Autor nou adaugat: Jon Duckett
Autor nou adaugat: Mario Casciaro
Autor nou adaugat: Yakov Fain
Autor nou adaugat: Erik Hanchett
Autor nou adaugat: Jeremy Wilken
Autor nou adaugat: Jason Gregory
Autor nou adaugat: Tomas Akenine-Moller
Autor nou adaugat: Simon Monk
Autor nou adaugat: Jim Blandy
Autor nou adaugat: Steve Klabnik
Autor nou adaugat: Alan Donovan
Autor nou adaugat: Charles Calvert
Autor nou adaugat: Fred Brooks
Autor nou adaugat: John Sonmez
Autor nou adaugat: Camille Fournier
Autor nou adaugat: Will Larson
Autor nou adaugat: Alex Xu
Autor nou adaugat: John Ousterhout
Autor nou adaugat: David Patterson
Autor nou adaugat: David Harris
Autor nou adaugat: Harold Abelson
Autor nou adaugat: Gwen Shapira
Autor nou adaugat: Bill Chambers
Autor nou adaugat: Tom White
Autor nou adaugat: Matthew Hinman
Autor nou adaugat: Elecia White
Autor nou adaugat: Matt Bishop
Autor nou adaugat: Moritz Wulfken
Autor nou adaugat: Valentina Ozturk
Autor nou adaugat: David Foster
Autor nou adaugat: Noah Gift
Autor nou adaugat: Matt Butcher
Autor nou adaugat: Jack Hidary
Autor nou adaugat: Daniel Drescher
Autor nou adaugat: Andreas Antonopoulos
Autor nou adaugat: Joe Conway
Autor nou adaugat: Bill Hardy
Autor nou adaugat: Eric Windmill
Autor nou adaugat: Chris Richardson
Autor nou adaugat: Samer Buna
Autor nou adaugat: Mark Masse
Autor nou adaugat: Autori Colectiv
Autor nou adaugat: J.K. Rowling
Autor nou adaugat: Roald Dahl
Autor nou adaugat: C.S. Lewis
Autor nou adaugat: Hans Christian Andersen
Autor nou adaugat: Jacob Grimm
Autor nou adaugat: Petre Ispirescu
Autor nou adaugat: A.A. Milne
Autor nou adaugat: Astrid Lindgren
Autor nou adaugat: Rudyard Kipling
Autor nou adaugat: Lewis Carroll
Autor nou adaugat: J.M. Barrie
Autor nou adaugat: Carlo Collodi
Autor nou adaugat: Johanna Spyri
Autor nou adaugat: Daniel Defoe
Autor nou adaugat: Mark Twain
Autor nou adaugat: Robert Louis Stevenson
Autor nou adaugat: Miguel de Cervantes
Autor nou adaugat: Jonathan Swift
Autor nou adaugat: Erich Kastner
Autor nou adaugat: H.G. Wells
Autor nou adaugat: Jeff Kinney
Autor nou adaugat: Geronimo Stilton
Autor nou adaugat: Louisa May Alcott
Autor nou adaugat: Hector Malot
Autor nou adaugat: Miron Costin
Autor nou adaugat: Grigore Ureche
Autor nou adaugat: Dimitrie Cantemir
Autor nou adaugat: Cronicar Necunoscut
Autor nou adaugat: Traducator Necunoscut
Autor nou adaugat: Calugar Necunoscut
Autor nou adaugat: Mitropolit Varlaam
Autor nou adaugat: Logofat Eustratie
Autor nou adaugat: Mitropolit Dosoftei
[Staff] Carte adaugata: Dune [ISBN-F001]
[Staff] Carte adaugata: Dune Messia [ISBN-F002]
[Staff] Carte adaugata: Children of Dune [ISBN-F003]
[Staff] Carte adaugata: Dune God Emperor [ISBN-F004]
[Staff] Carte adaugata: Stapanul Inelelor: Fratia Inelului [ISBN-F005]
[Staff] Carte adaugata: Stapanul Inelelor: Cele Doua Turnuri [ISBN-F006]
[Staff] Carte adaugata: Stapanul Inelelor: Intoarcerea Regelui [ISBN-F007]
[Staff] Carte adaugata: Hobbitul [ISBN-F008]
[Staff] Carte adaugata: Silmarillion [ISBN-F009]
[Staff] Carte adaugata: 1984 [ISBN-F010]
[Staff] Carte adaugata: Ferma Animalelor [ISBN-F011]
[Staff] Carte adaugata: Minunata Lume Noua [ISBN-F012]
[Staff] Carte adaugata: Foundation [ISBN-F013]
[Staff] Carte adaugata: Foundation and Empire [ISBN-F014]
[Staff] Carte adaugata: Second Foundation [ISBN-F015]
[Staff] Carte adaugata: I Robot [ISBN-F016]
[Staff] Carte adaugata: 2001 A Space Odyssey [ISBN-F017]
[Staff] Carte adaugata: Rendezvous with Rama [ISBN-F018]
[Staff] Carte adaugata: Do Androids Dream of Electric Sheep [ISBN-F019]
[Staff] Carte adaugata: The Man in the High Castle [ISBN-F020]
[Staff] Carte adaugata: Fahrenheit 451 [ISBN-F021]
[Staff] Carte adaugata: Neuromancer [ISBN-F022]
[Staff] Carte adaugata: American Gods [ISBN-F023]
[Staff] Carte adaugata: Good Omens [ISBN-F024]
[Staff] Carte adaugata: The Colour of Magic [ISBN-F025]
[Staff] Carte adaugata: Guards Guards [ISBN-F026]
[Staff] Carte adaugata: Hitchhikers Guide to the Galaxy [ISBN-F027]
[Staff] Carte adaugata: The Shining [ISBN-F028]
[Staff] Carte adaugata: It [ISBN-F029]
[Staff] Carte adaugata: Pet Sematary [ISBN-F030]
[Staff] Carte adaugata: Misery [ISBN-F031]
[Staff] Carte adaugata: The Stand [ISBN-F032]
[Staff] Carte adaugata: A Game of Thrones [ISBN-F033]
[Staff] Carte adaugata: A Clash of Kings [ISBN-F034]
[Staff] Carte adaugata: A Storm of Swords [ISBN-F035]
[Staff] Carte adaugata: The Final Empire [ISBN-F036]
[Staff] Carte adaugata: The Well of Ascension [ISBN-F037]
[Staff] Carte adaugata: The Hero of Ages [ISBN-F038]
[Staff] Carte adaugata: The Way of Kings [ISBN-F039]
[Staff] Carte adaugata: The Name of the Wind [ISBN-F040]
[Staff] Carte adaugata: The Wise Mans Fear [ISBN-F041]
[Staff] Carte adaugata: The Blade Itself [ISBN-F042]
[Staff] Carte adaugata: Before They Are Hanged [ISBN-F043]
[Staff] Carte adaugata: The Eye of the World [ISBN-F044]
[Staff] Carte adaugata: Enders Game [ISBN-F045]
[Staff] Carte adaugata: The Martian [ISBN-F046]
[Staff] Carte adaugata: Project Hail Mary [ISBN-F047]
[Staff] Carte adaugata: Hyperion [ISBN-F048]
[Staff] Carte adaugata: Snow Crash [ISBN-F049]
[Staff] Carte adaugata: Les Miserables [ISBN-F050]
[Staff] Carte adaugata: Notre-Dame de Paris [ISBN-F051]
[Staff] Carte adaugata: Cei trei muschetari [ISBN-F052]
[Staff] Carte adaugata: Contele de Monte Cristo vol 1 [ISBN-F053]
[Staff] Carte adaugata: Contele de Monte Cristo vol 2 [ISBN-F054]
[Staff] Carte adaugata: 20000 de leghe sub mari [ISBN-F055]
[Staff] Carte adaugata: Ocolul pamantului in 80 de zile [ISBN-F056]
[Staff] Carte adaugata: Strainul [ISBN-F057]
[Staff] Carte adaugata: Ciuma [ISBN-F058]
[Staff] Carte adaugata: Procesul [ISBN-F059]
[Staff] Carte adaugata: Metamorfoza [ISBN-F060]
[Staff] Carte adaugata: Siddhartha [ISBN-F061]
[Staff] Carte adaugata: Lupul de stepa [ISBN-F062]
[Staff] Carte adaugata: Pe frontul de vest nimic nou [ISBN-F063]
[Staff] Carte adaugata: Arc de triumf [ISBN-F064]
[Staff] Carte adaugata: Scrisoare catre o necunoscuta [ISBN-F065]
[Staff] Carte adaugata: Crime and Punishment [ISBN-F066]
[Staff] Carte adaugata: The Brothers Karamazov [ISBN-F067]
[Staff] Carte adaugata: War and Peace [ISBN-F068]
[Staff] Carte adaugata: Anna Karenina [ISBN-F069]
[Staff] Carte adaugata: Batranul si marea [ISBN-F070]
[Staff] Carte adaugata: Adio arme [ISBN-F071]
[Staff] Carte adaugata: Numele trandafirului [ISBN-F072]
[Staff] Carte adaugata: Norvegia Forest [ISBN-F073]
[Staff] Carte adaugata: 1Q84 vol 1 [ISBN-F074]
[Staff] Carte adaugata: Suta de ani de singuratate [ISBN-F075]
[Staff] Carte adaugata: Alchimistul [ISBN-F076]
[Staff] Carte adaugata: David Copperfield [ISBN-F077]
[Staff] Carte adaugata: Oliver Twist [ISBN-F078]
[Staff] Carte adaugata: Mandrie si prejudecata [ISBN-F079]
[Staff] Carte adaugata: Dorian Gray [ISBN-F080]
[Staff] Carte adaugata: The Firm [ISBN-F081]
[Staff] Carte adaugata: The Client [ISBN-F082]
[Staff] Carte adaugata: A Time to Kill [ISBN-F083]
[Staff] Carte adaugata: And Then There Were None [ISBN-F084]
[Staff] Carte adaugata: Murder on the Orient Express [ISBN-F085]
[Staff] Carte adaugata: The Da Vinci Code [ISBN-F086]
[Staff] Carte adaugata: The Girl with the Dragon Tattoo [ISBN-F087]
[Staff] Carte adaugata: Killing Floor [ISBN-F088]
[Staff] Carte adaugata: Gone Girl [ISBN-F089]
[Staff] Carte adaugata: The Silent Patient [ISBN-F090]
[Staff] Carte adaugata: Poezii [ISBN-F091]
[Staff] Carte adaugata: Amintiri din Copilarie [ISBN-F092]
[Staff] Carte adaugata: O Scrisoare Pierduta [ISBN-F093]
[Staff] Carte adaugata: Ion [ISBN-F094]
[Staff] Carte adaugata: Padurea Spanzuratilor [ISBN-F095]
[Staff] Carte adaugata: Baltagul [ISBN-F096]
[Staff] Carte adaugata: Morometii vol 1 [ISBN-F097]
[Staff] Carte adaugata: Morometii vol 2 [ISBN-F098]
[Staff] Carte adaugata: Nostalgia [ISBN-F099]
[Staff] Carte adaugata: Solenoid [ISBN-F100]
[Staff] Carte adaugata: Poemele luminii [ISBN-F101]
[Staff] Carte adaugata: Maitreyi [ISBN-F102]
[Staff] Carte adaugata: Ultima noapte de dragoste [ISBN-F103]
[Staff] Carte adaugata: Jurnalul fericirii [ISBN-F104]
[Staff] Carte adaugata: Micul Print [ISBN-F105]
[Staff] Carte adaugata: The Handmaid Tale [ISBN-F106]
[Staff] Carte adaugata: Alias Grace [ISBN-F107]
[Staff] Carte adaugata: Never Let Me Go [ISBN-F108]
[Staff] Carte adaugata: The Remains of the Day [ISBN-F109]
[Staff] Carte adaugata: The Road [ISBN-F110]
[Staff] Carte adaugata: No Country for Old Men [ISBN-F111]
[Staff] Carte adaugata: The Spy Who Came in from the Cold [ISBN-F112]
[Staff] Carte adaugata: Tinker Tailor Soldier Spy [ISBN-F113]
[Staff] Carte adaugata: The Pillars of the Earth [ISBN-F114]
[Staff] Carte adaugata: World Without End [ISBN-F115]
[Staff] Carte adaugata: Outlander [ISBN-F116]
[Staff] Carte adaugata: Dragonfly in Amber [ISBN-F117]
[Staff] Carte adaugata: Twilight [ISBN-F118]
[Staff] Carte adaugata: New Moon [ISBN-F119]
[Staff] Carte adaugata: Eclipse [ISBN-F120]
[Staff] Carte adaugata: The Hunger Games [ISBN-F121]
[Staff] Carte adaugata: Catching Fire [ISBN-F122]
[Staff] Carte adaugata: Mockingjay [ISBN-F123]
[Staff] Carte adaugata: The Lightning Thief [ISBN-F124]
[Staff] Carte adaugata: Sea of Monsters [ISBN-F125]
[Staff] Carte adaugata: The Titan Curse [ISBN-F126]
[Staff] Carte adaugata: Dracula [ISBN-F127]
[Staff] Carte adaugata: Frankenstein [ISBN-F128]
[Staff] Carte adaugata: The Call of Cthulhu [ISBN-F129]
[Staff] Carte adaugata: Haunting of Hill House [ISBN-F130]
[Staff] Carte adaugata: We Need to Talk About Kevin [ISBN-F131]
[Staff] Carte adaugata: Behind Closed Doors [ISBN-F132]
[Staff] Carte adaugata: The Kite Runner [ISBN-F133]
[Staff] Carte adaugata: A Thousand Splendid Suns [ISBN-F134]
[Staff] Carte adaugata: The Thief of Always [ISBN-F135]
[Staff] Carte adaugata: The Book Thief [ISBN-F136]
[Staff] Carte adaugata: My Sisters Keeper [ISBN-F137]
[Staff] Carte adaugata: Change of Heart [ISBN-F138]
[Staff] Carte adaugata: Mystic River [ISBN-F139]
[Staff] Carte adaugata: Gone Baby Gone [ISBN-F140]
[Staff] Carte adaugata: The Great Gatsby [ISBN-F141]
[Staff] Carte adaugata: The Catcher in the Rye [ISBN-F142]
[Staff] Carte adaugata: On the Road [ISBN-F143]
[Staff] Carte adaugata: Post Office [ISBN-F144]
[Staff] Carte adaugata: Ham on Rye [ISBN-F145]
[Staff] Carte adaugata: The Grapes of Wrath [ISBN-F146]
[Staff] Carte adaugata: Of Mice and Men [ISBN-F147]
[Staff] Carte adaugata: East of Eden [ISBN-F148]
[Staff] Carte adaugata: The Sound and the Fury [ISBN-F149]
[Staff] Carte adaugata: To Kill a Mockingbird [ISBN-F150]
[Staff] Carte adaugata: Ready Player One [ISBN-F151]
[Staff] Carte adaugata: All Systems Red [ISBN-F152]
[Staff] Carte adaugata: Leviathan Wakes [ISBN-F153]
[Staff] Carte adaugata: Caliban War [ISBN-F154]
[Staff] Carte adaugata: Old Mans War [ISBN-F155]
[Staff] Carte adaugata: The Long Way to a Small Angry Planet [ISBN-F156]
[Staff] Carte adaugata: Annihilation [ISBN-F157]
[Staff] Carte adaugata: Jane Eyre [ISBN-F158]
[Staff] Carte adaugata: Wuthering Heights [ISBN-F159]
[Staff] Carte adaugata: Rebecca [ISBN-F160]
[Staff] Carte adaugata: The Picture of Dorian Gray [ISBN-F161]
[Staff] Carte adaugata: Perfume Story of a Murderer [ISBN-F162]
[Staff] Carte adaugata: Like Water for Chocolate [ISBN-F163]
[Staff] Carte adaugata: The House of the Spirits [ISBN-F164]
[Staff] Carte adaugata: Love in the Time of Cholera [ISBN-F165]
[Staff] Carte adaugata: Catch-22 [ISBN-F166]
[Staff] Carte adaugata: Slaughterhouse Five [ISBN-F167]
[Staff] Carte adaugata: The Hitchhikers Guide Restaurant End Universe [ISBN-F168]
[Staff] Carte adaugata: Life the Universe and Everything [ISBN-F169]
[Staff] Carte adaugata: Orbitor Aripa Stanga [ISBN-F170]
[Staff] Carte adaugata: Orbitor Corpul [ISBN-F171]
[Staff] Carte adaugata: Evenimentul [ISBN-F172]
[Staff] Carte adaugata: Viata si Opiniile lui Zacharias Lichter [ISBN-F173]
[Staff] Carte adaugata: Groapa [ISBN-F174]
[Staff] Carte adaugata: Patul lui Procust [ISBN-F175]
[Staff] Carte adaugata: Clean Code [ISBN-T001]
[Staff] Carte adaugata: The C++ Programming Language [ISBN-T002]
[Staff] Carte adaugata: The C Programming Language [ISBN-T003]
[Staff] Carte adaugata: Effective C++ [ISBN-T004]
[Staff] Carte adaugata: Effective Modern C++ [ISBN-T005]
[Staff] Carte adaugata: C++ Primer Plus [ISBN-T006]
[Staff] Carte adaugata: C++ Concurrency in Action [ISBN-T007]
[Staff] Carte adaugata: Modern C++ Design [ISBN-T008]
[Staff] Carte adaugata: More Effective C++ [ISBN-T009]
[Staff] Carte adaugata: Functional Programming in C++ [ISBN-T010]
[Staff] Carte adaugata: C++ Templates The Complete Guide [ISBN-T011]
[Staff] Carte adaugata: Beginning C++ Through Game Programming [ISBN-T012]
[Staff] Carte adaugata: Learning Python [ISBN-T013]
[Staff] Carte adaugata: Fluent Python [ISBN-T014]
[Staff] Carte adaugata: Automate the Boring Stuff [ISBN-T015]
[Staff] Carte adaugata: Python Cookbook [ISBN-T016]
[Staff] Carte adaugata: Python for Everybody [ISBN-T017]
[Staff] Carte adaugata: Python Tricks [ISBN-T018]
[Staff] Carte adaugata: Head First Python [ISBN-T019]
